Nombre,Shampoo,Papel Higiénico,Servilletas,Toallas de papel,Dulces,Limpiadores del hogar,Quesos,Yogurt,Mantequilla,Postres,Verduras congeladas,Café,Té,Snacks chips,Galletas dulces,Galletas saladas,Harina,Frutas en conserva,Leche,Manjar y mermeladas,Pasta,Arroz,Salsas ,Mariscos y pescados en conserva,Especias,Semillas,Sopas,Sustitutos del azúcar,Carne de vacuno,Carne de aves,Jugos en polvo,Cecinas envasadas,Quesos envasados,Carne de cerdo,Cecinas,Jabon,Mayonesas y dressings,Aceites,Barras de cereal,"Paltas, uvas y fruta seca","Naranjas, limones y sandias","Manzanas, duraznos y peras",Tomates y cebollas,Lechugas y champiñones,Papas y zapallos
Shampoo,1.0,0.1453230597047049,0.1500812479688008,0.1434350060129004,0.08253664754620779,0.1639235520915385,0.061131514109060474,0.09197352475062924,0.11024840352209753,0.09816660243351867,0.11231269094612288,0.11891649590163934,0.1444624321493191,0.05834482758620689,0.07636799067261182,0.06896551724137932,0.12919169644893924,0.12486976035906068,0.08864747729638026,0.11870447853711452,0.14581311520865106,0.16455986076761014,0.15738575982996816,0.13392153181903513,0.13903401834436316,0.060154618813836686,0.15195488721804512,0.1394297352342159,0.06943877967207766,0.07920455097972481,0.12846262721574442,0.07473004523566322,0.07580371052258886,0.06537016842360352,0.060418855755643326,0.28607594936708863,0.1124398257813097,0.1446954431364231,0.11776569924452195,0.05534196133643797,0.05800190467552493,0.06150137528201007,0.05434782608695652,0.06195313285728653,0.06611751784733662
Papel Higiénico,0.1453230597047049,1.0,0.3312967175820605,0.3816551874931672,0.12563734862970044,0.2691845280046433,0.11015294500488122,0.1542090053136944,0.18969251976256787,0.15674723338655508,0.1933950826827021,0.19960297131147545,0.2358346824111989,0.10110344827586204,0.1244071909120988,0.12054312786949302,0.2061440194662003,0.19083112927787127,0.15358624524186307,0.20137920347125368,0.2363094412865659,0.2635339378950261,0.24814027630180654,0.2148676553407171,0.217403924300476,0.11404548276056654,0.2230075187969925,0.22480651731160892,0.12972102129048044,0.1408810229980065,0.2007818292107569,0.13021669341894065,0.1405962328282113,0.11311038410275052,0.11080111598246314,0.2957102672292546,0.17238480935279282,0.23855481316505814,0.18285304071377292,0.1259544051551416,0.13505056460024487,0.13320147108817254,0.1222010241992168,0.13119782761741927,0.14365733113673804
Servilletas,0.1500812479688008,0.3312967175820605,1.0,0.27708538318574394,0.09751434034416827,0.2408274947141495,0.08295755659894936,0.10843665516919923,0.15025177933440234,0.10961845510102956,0.15188400174579314,0.1609887295081967,0.19969526711741736,0.07634482758620689,0.09207644676928894,0.10574387027449447,0.1907839708006996,0.16301995672036548,0.11324009523402193,0.16054548272121494,0.18605295993345347,0.2163140056792159,0.2051009564293305,0.16778674676177965,0.19575060954371298,0.09931719428926132,0.1960902255639098,0.19120162932790224,0.0933599804225467,0.10699178295327466,0.15393947563523622,0.09749379833649496,0.10563305480810084,0.08924027626317703,0.08199572448277112,0.2159634317862166,0.15672040956674566,0.19843037437692224,0.13424264178033024,0.08025125900254508,0.08824996598793708,0.08773990172142039,0.08434581785319811,0.09358342552549533,0.09595460369760203
Toallas de papel,0.1434350060129004,0.3816551874931672,0.27708538318574394,1.0,0.1062778840025494,0.2562497408896812,0.0879317558458463,0.12540318821664956,0.15886010071173376,0.13054010901282828,0.16279520876776102,0.17418032786885246,0.20417103133034947,0.08317241379310343,0.10438166664040713,0.10891862850444467,0.19519428180366516,0.17416045523763726,0.1273683760318207,0.16976600030993336,0.19548038264245116,0.22991664376660256,0.20600425079702445,0.18291721419185286,0.2054452571693951,0.09864003160092548,0.2006766917293233,0.19731160896130345,0.10877722489599477,0.11545193756989353,0.15528745703309296,0.10863855245877717,0.11726384364820848,0.10371985944505027,0.08849958331823618,0.24838255977496485,0.1623748758309773,0.21437409410683356,0.15420640618056267,0.1010451074890345,0.11183166296313092,0.1086318261890781,0.10249523044482378,0.1129940661772101,0.1182500457624016
Dulces,0.08253664754620779,0.12563734862970044,0.09751434034416827,0.1062778840025494,1.0,0.0702292608100825,0.049044674817535217,0.06314906311177403,0.06546262694460854,0.0744920993227991,0.06435187430289513,0.07165727459016394,0.07594514808113513,0.0733103448275862,0.0911626148198333,0.06877014750415161,0.07718044255189721,0.08527690951350485,0.06382675391699813,0.10413761041376103,0.07230001386385693,0.07767701749564898,0.07375132837407014,0.06731743945935799,0.07500290258910948,0.07127137294735061,0.08518796992481202,0.07474541751527494,0.04853576963863285,0.04920503719550737,0.07589135269933275,0.05634393696191449,0.05686163432941509,0.04428692596631528,0.048588716982499364,0.07946554149085795,0.06846488882096738,0.07123413582210911,0.0789320753426999,0.04971029403801375,0.04698199628134779,0.05263157894736842,0.04350336379154533,0.04659056622749673,0.04817865641588871
Limpiadores del hogar,0.1639235520915385,0.2691845280046433,0.2408274947141495,0.2562497408896812,0.0702292608100825,1.0,0.10899074891915762,0.1657872657779435,0.21380144597293727,0.17287892969223145,0.213520197856554,0.2309810450819672,0.2789734311017998,0.09655172413793102,0.13453812097244325,0.12572042590602714,0.2676602539730819,0.2311453073655526,0.16624609725845774,0.2256314892298156,0.2704145293220574,0.3163872858844005,0.2873007438894793,0.24854514736249295,0.28068036688726344,0.11669770328988208,0.2898496240601504,0.27083503054989816,0.13200505750876906,0.146812855545291,0.21985576599042933,0.13355464759959146,0.14590709531227872,0.11559432933478735,0.11080111598246314,0.3526019690576653,0.20294949186215328,0.28461837593240713,0.2029877277544184,0.11268749661558455,0.12743186250056687,0.12770034304787214,0.11600060247012753,0.13195212712461027,0.1410946366465312
Quesos,0.061131514109060474,0.11015294500488122,0.08295755659894936,0.0879317558458463,0.049044674817535217,0.10899074891915762,1.0,0.20812902022932786,0.2480940726362281,0.2010681054891813,0.21706027835701475,0.2030609631147541,0.20636129892391197,0.17528735632183906,0.1837117332871165,0.20899677639933573,0.23496312067523384,0.20197162779514308,0.2003478607986542,0.20137920347125368,0.22781782892000554,0.2234130255564716,0.2685441020191286,0.2174206870658908,0.2212353419249971,0.1881947971333446,0.21593984962406013,0.21177189409368632,0.18186638388123014,0.21177128409588172,0.2388623037002089,0.18508317525171455,0.17099206911202378,0.18490245971161998,0.587738686184282,0.20140646976090013,0.21406739512493314,0.2215151836532683,0.20876491300037608,0.1544917961769643,0.14851934152646135,0.168278888648515,0.17100110452856712,0.1846776626772604,0.16284092989200072
Yogurt,0.09197352475062924,0.1542090053136944,0.10843665516919923,0.12540318821664956,0.06314906311177403,0.1657872657779435,0.20812902022932786,1.0,0.40599769319492507,0.5375213345812916,0.3874690849134378,0.3273565573770492,0.3665841348443005,0.2246436781609195,0.31013565677732435,0.26355377552017195,0.3640787772792944,0.3882343512062194,0.3504697546440842,0.3966372229970556,0.4039581311520865,0.42855179994503984,0.42029755579171096,0.4111507415055379,0.350806919772437,0.2478415439309294,0.3822556390977444,0.3517718940936864,0.25715800636267233,0.2894685661496572,0.4385657477926805,0.26006858310229103,0.2995680498512958,0.2076214709802496,0.265100184789304,0.38403656821378346,0.303392679758539,0.3777707073920881,0.5034355450723004,0.2592191476688146,0.2623010294317718,0.3262663411317489,0.2464353850788232,0.2728301317509805,0.2754530477759473
Mantequilla,0.11024840352209753,0.18969251976256787,0.15025177933440234,0.15886010071173376,0.06546262694460854,0.21380144597293727,0.2480940726362281,0.40599769319492507,1.0,0.28007487749821064,0.29135347461325833,0.29098360655737704,0.3362060756118465,0.15112643678160914,0.195497014290441,0.1850151411546352,0.4160900311763364,0.2907750260479281,0.2481929772037124,0.3259724159305749,0.33592125329266603,0.3812402674727489,0.3614771519659936,0.3091045616669796,0.32009752699407873,0.1660741493143728,0.35481203007518797,0.35727087576374744,0.19006444245044454,0.215417902465114,0.3330862034103929,0.2125711367284401,0.2280484350658547,0.1760571913243669,0.20239863763179824,0.32004219409282697,0.26415526858714755,0.35553434439848697,0.26670768810036577,0.16185628418259598,0.17151149607727542,0.18314429644280988,0.1618385380058239,0.18641255154379965,0.19637561779242171
Postres,0.09816660243351867,0.15674723338655508,0.10961845510102956,0.13054010901282828,0.0744920993227991,0.17287892969223145,0.2010681054891813,0.5375213345812916,0.28007487749821064,1.0,0.14199117404587558,0.10495645491803278,0.12436910770402815,0.0828735632183908,0.11318911594636752,0.08928396991306048,0.11405976731807467,0.15356255510138653,0.11611992643599504,0.13024949635828295,0.14300568418133924,0.1421177979298342,0.1441020191285866,0.1314060446780552,0.12022524091489607,0.0824445573048925,0.14413533834586467,0.11812627291242365,0.08848601027816301,0.09682987309768076,0.1490867426029521,0.09202174230264118,0.10000354057498936,0.07112565127832303,0.08618065871951883,0.1358649789029536,0.10808435852372583,0.12606497684448684,0.14938638772091753,0.08182162776845184,0.08425921726905809,0.09827857959637792,0.07774374937242695,0.08664387005933823,0.09119531393007503
