item1,item2,count
27,385,1.0
27,388,2.0
27,389,3.0
27,393,5.0
27,420,10.0
27,426,1.0
27,429,5.0
27,431,6.0
27,432,15.0
27,436,2.0
27,457,34.0
27,458,27.0
27,459,49.0
27,460,63.0
27,461,56.0
27,462,2.0
27,465,45.0
27,473,1.0
27,490,2.0
27,493,6.0
27,500,10.0
27,504,3.0
27,506,2.0
27,507,2.0
27,508,1.0
27,509,1.0
27,510,5.0
28,29,10.0
28,30,1.0
28,31,9.0
28,33,75.0
28,34,159.0
28,35,14.0
28,37,316.0
28,38,47.0
28,39,23.0
28,40,113.0
28,41,22.0
28,42,16.0
28,43,55.0
28,44,77.0
28,45,2.0
28,46,22.0
28,48,8.0
28,51,2.0
28,52,13.0
28,53,6.0
28,57,44.0
28,58,9.0
28,60,7.0
28,61,34.0
28,62,188.0
28,63,28.0
28,64,6.0
28,74,290.0
28,75,466.0
28,76,8.0
28,77,10.0
28,78,81.0
28,81,491.0
28,82,322.0
28,83,13.0
28,84,201.0
28,85,11.0
28,86,129.0
28,87,18.0
28,88,130.0
28,89,218.0
28,90,55.0
28,91,72.0
28,92,157.0
28,93,229.0
28,94,324.0
28,95,585.0
28,96,157.0
28,97,87.0
28,98,107.0
28,99,6.0
28,100,148.0
28,101,627.0
28,102,136.0
28,103,336.0
28,104,266.0
28,105,228.0
28,106,301.0
28,107,50.0
28,108,185.0
28,109,102.0
28,110,18.0
28,111,171.0
28,112,259.0
28,113,63.0
28,114,101.0
28,115,72.0
28,116,367.0
28,117,313.0
28,118,2.0
28,119,431.0
28,120,147.0
28,121,74.0
28,122,408.0
28,123,353.0
28,124,144.0
28,125,444.0
28,126,494.0
28,127,174.0
28,128,59.0
28,129,156.0
28,130,579.0
28,131,137.0
28,132,19.0
28,137,9.0
28,138,3.0
28,139,3.0
28,140,1.0
28,150,4.0
28,152,1.0
28,154,2.0
28,156,239.0
28,158,1.0
28,159,1.0
28,161,1.0
28,162,1.0
28,165,111.0
28,166,70.0
28,168,1.0
28,174,391.0
28,175,2.0
28,177,12.0
28,178,22.0
28,179,13.0
28,180,7.0
28,182,3.0
28,183,222.0
28,184,120.0
28,185,112.0
28,186,152.0
28,187,176.0
28,188,134.0
28,189,56.0
28,190,56.0
28,191,74.0
28,192,6.0
28,194,2.0
28,195,20.0
28,196,17.0
28,197,21.0
28,198,21.0
28,199,21.0
28,201,6.0
28,206,7.0
28,208,24.0
28,209,5.0
28,212,251.0
28,213,280.0
28,214,194.0
28,215,6.0
28,216,2.0
28,218,385.0
28,241,3.0
28,247,98.0
28,248,115.0
28,250,22.0
28,254,1.0
28,256,1.0
28,261,2.0
28,265,12.0
28,266,2.0
28,268,169.0
28,269,6.0
28,272,3.0
28,274,63.0
28,279,23.0
28,280,14.0
28,281,2.0
28,283,3.0
28,288,5.0
28,291,7.0
28,306,40.0
28,307,14.0
28,308,71.0
28,309,7.0
28,311,1.0
28,314,13.0
28,315,22.0
28,316,5.0
28,318,2.0
28,320,1.0
28,321,7.0
28,324,11.0
28,326,23.0
28,327,7.0
28,328,5.0
28,330,68.0
28,334,156.0
28,338,51.0
28,342,4.0
28,352,1.0
28,353,76.0
28,367,5.0
28,375,3.0
28,378,2.0
28,385,7.0
28,388,3.0
28,389,8.0
28,393,39.0
28,394,2.0
28,408,2.0
28,420,62.0
28,426,7.0
28,429,16.0
28,431,30.0
28,432,121.0
28,436,7.0
28,457,125.0
28,458,179.0
28,459,249.0
28,460,299.0
28,461,297.0
28,462,4.0
28,465,233.0
28,474,3.0
28,476,1.0
28,478,13.0
28,480,3.0
28,485,8.0
28,486,9.0
28,488,2.0
28,490,21.0
28,492,2.0
28,493,22.0
28,496,6.0
28,497,1.0
28,500,42.0
28,504,58.0
28,505,2.0
28,506,11.0
28,507,11.0
28,508,7.0
28,510,40.0
29,30,1.0
29,31,3.0
29,33,19.0
29,34,18.0
29,35,3.0
29,37,71.0
29,38,9.0
29,39,5.0
29,40,23.0
29,41,5.0
29,43,3.0
29,44,14.0
29,45,1.0
29,46,11.0
29,48,1.0
29,52,2.0
29,53,1.0
29,57,6.0
29,58,4.0
29,60,1.0
29,61,29.0
29,62,72.0
29,63,21.0
29,64,3.0
29,74,83.0
29,75,110.0
29,76,4.0
29,77,4.0
29,78,29.0
29,81,129.0
29,82,78.0
29,83,6.0
29,84,61.0
29,85,2.0
29,86,31.0
29,87,5.0
29,88,34.0
29,89,57.0
29,90,16.0
29,91,22.0
29,92,34.0
29,93,50.0
29,94,126.0
29,95,150.0
29,96,42.0
29,97,15.0
29,98,29.0
29,100,51.0
29,101,166.0
29,102,33.0
29,103,75.0
29,104,60.0
29,105,55.0
29,106,68.0
29,107,8.0
29,108,46.0
29,109,28.0
29,110,7.0
29,111,31.0
29,112,60.0
29,113,4.0
29,114,15.0
29,115,14.0
29,116,100.0
29,117,81.0
29,119,146.0
29,120,57.0
29,121,17.0
29,122,107.0
29,123,76.0
29,124,54.0
29,125,114.0
29,126,120.0
29,127,39.0
29,128,18.0
29,129,31.0
29,130,173.0
29,131,27.0
29,132,1.0
29,137,3.0
29,138,2.0
29,139,14.0
29,150,1.0
29,156,5.0
29,165,37.0
29,166,10.0
29,167,1.0
29,174,102.0
29,177,2.0
29,178,4.0
29,179,6.0
29,180,1.0
29,182,1.0
29,183,51.0
29,184,27.0
29,185,26.0
29,186,25.0
29,187,29.0
29,188,36.0
29,189,10.0
29,190,13.0
29,191,15.0
29,192,2.0
29,195,2.0
29,196,5.0
29,197,5.0
29,198,1.0
29,199,2.0
29,201,3.0
29,208,7.0
29,212,68.0
29,213,70.0
29,214,65.0
29,215,3.0
29,218,95.0
29,247,5.0
29,248,8.0
29,250,1.0
29,265,1.0
29,268,8.0
29,269,2.0
29,272,2.0
29,274,17.0
29,279,1.0
29,280,14.0
29,288,2.0
29,291,1.0
29,306,17.0
29,307,6.0
29,308,13.0
29,309,5.0
29,311,1.0
29,314,9.0
29,315,4.0
29,316,1.0
29,321,2.0
29,324,3.0
29,326,2.0
29,328,1.0
29,330,13.0
29,331,1.0
29,334,42.0
29,338,12.0
29,342,4.0
29,353,22.0
29,378,2.0
29,383,1.0
29,389,1.0
29,393,8.0
29,394,3.0
29,420,13.0
29,426,4.0
29,429,7.0
29,431,10.0
29,432,45.0
29,436,1.0
29,457,44.0
29,458,39.0
29,459,73.0
29,460,80.0
29,461,79.0
29,462,1.0
29,465,62.0
29,474,1.0
29,478,2.0
29,485,2.0
29,486,7.0
29,490,13.0
29,493,17.0
29,496,2.0
29,500,4.0
29,504,17.0
29,505,1.0
29,506,5.0
29,507,2.0
29,508,4.0
29,510,12.0
30,31,1.0
30,33,1.0
30,34,3.0
30,35,2.0
30,37,9.0
30,38,1.0
30,39,2.0
30,41,2.0
30,42,1.0
30,43,3.0
30,44,2.0
30,46,2.0
30,49,2.0
30,53,1.0
30,60,4.0
30,61,3.0
30,62,5.0
30,63,1.0
30,74,10.0
30,75,18.0
30,76,1.0
30,77,1.0
30,78,4.0
30,81,27.0
30,82,19.0
30,83,1.0
30,84,6.0
30,86,10.0
30,87,1.0
30,88,7.0
30,89,8.0
30,90,4.0
30,91,3.0
30,92,2.0
30,93,8.0
30,94,31.0
30,95,32.0
30,96,8.0
30,97,4.0
30,98,6.0
30,100,6.0
30,101,26.0
30,102,4.0
30,103,14.0
30,104,10.0
30,105,11.0
30,106,9.0
30,107,2.0
30,108,3.0
30,109,6.0
30,110,4.0
30,111,3.0
30,112,10.0
30,114,5.0
30,115,2.0
30,116,14.0
30,117,16.0
30,119,25.0
30,120,9.0
30,121,1.0
30,122,21.0
30,123,32.0
30,124,9.0
30,125,24.0
30,126,17.0
30,127,5.0
30,128,2.0
30,129,3.0
30,130,27.0
30,131,6.0
30,137,2.0
30,138,2.0
30,139,1.0
30,140,1.0
30,150,5.0
30,156,1.0
30,165,7.0
30,166,2.0
30,171,1.0
30,174,13.0
30,178,4.0
30,179,1.0
30,183,7.0
30,184,6.0
30,185,3.0
30,186,3.0
30,187,5.0
30,188,6.0
30,189,2.0
30,191,1.0
30,195,2.0
30,198,5.0
30,199,3.0
30,206,1.0
30,208,4.0
30,212,12.0
30,213,10.0
30,214,15.0
30,218,20.0
30,241,1.0
30,269,2.0
30,274,12.0
30,280,3.0
30,288,1.0
30,308,5.0
30,309,1.0
30,324,1.0
30,326,3.0
30,330,6.0
30,334,10.0
30,353,4.0
30,367,4.0
30,375,1.0
30,388,5.0
30,394,1.0
30,420,4.0
30,429,1.0
30,431,3.0
30,432,8.0
30,436,1.0
30,457,6.0
30,458,11.0
30,459,10.0
30,460,6.0
30,461,9.0
30,462,1.0
30,465,6.0
30,473,2.0
30,476,5.0
30,478,1.0
30,486,2.0
30,490,3.0
30,492,1.0
30,493,1.0
30,504,2.0
30,510,1.0
31,33,2.0
31,34,11.0
31,35,4.0
31,37,19.0
31,38,3.0
31,39,4.0
31,40,8.0
31,41,1.0
31,43,9.0
31,44,3.0
31,46,7.0
31,52,3.0
31,53,1.0
31,58,1.0
31,60,1.0
31,61,9.0
31,62,20.0
31,63,5.0
31,74,23.0
31,75,37.0
31,77,1.0
31,78,10.0
31,81,43.0
31,82,29.0
31,83,1.0
31,84,25.0
31,85,1.0
31,86,14.0
31,87,2.0
31,88,12.0
31,89,22.0
31,90,6.0
31,91,7.0
31,92,14.0
31,93,16.0
31,94,39.0
31,95,61.0
31,96,16.0
31,97,3.0
31,98,9.0
31,99,1.0
31,100,10.0
31,101,65.0
31,102,10.0
31,103,24.0
31,104,20.0
31,105,9.0
31,106,20.0
31,107,3.0
31,108,16.0
31,109,8.0
31,110,3.0
31,111,7.0
31,112,16.0
31,113,4.0
31,114,13.0
31,115,2.0
31,116,37.0
31,117,29.0
31,119,55.0
31,120,10.0
31,121,5.0
31,122,42.0
31,123,34.0
31,124,18.0
31,125,34.0
31,126,39.0
31,127,18.0
31,128,9.0
31,129,16.0
31,130,55.0
31,131,21.0
31,137,2.0
31,138,5.0
31,139,16.0
31,150,1.0
31,154,2.0
31,156,1.0
31,165,11.0
31,166,5.0
31,168,1.0
31,171,1.0
31,174,29.0
31,177,1.0
31,179,3.0
31,183,13.0
31,184,11.0
31,185,4.0
31,186,8.0
31,187,11.0
31,188,13.0
31,190,2.0
31,191,5.0
31,192,1.0
31,195,1.0
31,196,1.0
31,199,1.0
31,201,1.0
31,208,6.0
31,212,17.0
31,213,23.0
31,214,30.0
31,218,31.0
31,241,1.0
31,247,1.0
31,248,3.0
31,265,2.0
31,268,4.0
31,269,1.0
31,272,1.0
31,274,12.0
31,279,2.0
31,280,9.0
31,291,1.0
31,306,4.0
31,307,2.0
31,308,3.0
31,309,1.0
31,314,6.0
31,315,2.0
31,318,1.0
31,321,2.0
31,324,1.0
31,326,4.0
31,327,1.0
31,328,2.0
31,330,6.0
31,334,20.0
31,338,6.0
31,353,5.0
31,365,1.0
31,367,2.0
31,385,2.0
31,388,3.0
31,389,2.0
31,393,6.0
31,394,2.0
31,420,10.0
31,431,5.0
31,432,17.0
31,457,15.0
31,458,20.0
31,459,24.0
31,460,32.0
31,461,34.0
31,465,28.0
31,473,1.0
31,474,1.0
31,476,1.0
31,478,2.0
31,483,1.0
31,485,1.0
31,486,5.0
31,488,1.0
31,490,6.0
31,492,2.0
31,493,3.0
31,504,7.0
31,508,2.0
31,510,3.0
33,34,943.0
33,35,170.0
33,36,9.0
33,37,764.0
33,38,129.0
33,39,69.0
33,40,148.0
33,41,26.0
33,42,19.0
33,43,57.0
33,44,79.0
33,45,1.0
33,46,83.0
33,48,18.0
33,51,15.0
33,52,23.0
33,53,7.0
33,57,42.0
33,58,27.0
33,60,20.0
33,61,87.0
33,62,259.0
33,63,63.0
33,64,8.0
33,74,757.0
33,75,1215.0
33,76,29.0
33,77,11.0
33,78,242.0
33,81,1342.0
33,82,980.0
33,83,13.0
33,84,517.0
33,85,26.0
33,86,324.0
33,87,39.0
33,88,317.0
33,89,597.0
33,90,166.0
33,91,201.0
33,92,417.0
33,93,619.0
33,94,816.0
33,95,1327.0
33,96,421.0
33,97,126.0
33,98,327.0
33,99,20.0
33,100,363.0
33,101,1720.0
33,102,354.0
33,103,910.0
33,104,676.0
33,105,634.0
33,106,865.0
33,107,182.0
33,108,466.0
33,109,323.0
33,110,103.0
33,111,443.0
33,112,679.0
33,113,137.0
33,114,313.0
33,115,177.0
33,116,1018.0
33,117,878.0
33,118,4.0
33,119,1296.0
33,120,415.0
33,121,197.0
33,122,937.0
33,123,873.0
33,124,503.0
33,125,1114.0
33,126,1243.0
33,127,534.0
33,128,148.0
33,129,336.0
33,130,1509.0
33,131,310.0
33,132,19.0
33,137,26.0
33,138,5.0
33,139,9.0
33,140,2.0
33,142,1.0
33,150,3.0
33,152,3.0
33,156,34.0
33,157,2.0
33,158,4.0
33,159,4.0
33,161,3.0
33,162,1.0
33,165,304.0
33,166,123.0
33,167,1.0
33,168,4.0
33,171,2.0
33,174,988.0
33,175,1.0
33,177,26.0
33,178,51.0
33,179,18.0
33,180,24.0
33,181,1.0
33,182,5.0
33,183,481.0
33,184,301.0
33,185,289.0
33,186,388.0
33,187,393.0
33,188,400.0
33,189,119.0
33,190,162.0
33,191,174.0
33,192,8.0
33,194,4.0
33,195,27.0
33,196,26.0
33,197,25.0
33,198,26.0
33,199,50.0
33,201,8.0
33,206,1.0
33,208,80.0
33,209,1.0
33,212,654.0
33,213,827.0
33,214,575.0
33,215,12.0
33,216,2.0
33,217,2.0
33,218,835.0
33,241,2.0
33,247,23.0
33,248,18.0
33,250,4.0
33,256,1.0
33,265,20.0
33,268,34.0
33,269,11.0
33,272,26.0
33,274,74.0
33,279,6.0
33,280,23.0
33,281,2.0
33,283,10.0
33,288,24.0
33,291,27.0
33,295,3.0
33,298,2.0
33,306,102.0
33,307,36.0
33,308,114.0
33,309,27.0
33,311,3.0
33,314,38.0
33,315,42.0
33,316,19.0
33,318,2.0
33,321,14.0
33,324,12.0
33,326,28.0
33,327,12.0
33,328,22.0
33,330,121.0
33,331,2.0
33,334,363.0
33,338,109.0
33,342,11.0
33,352,2.0
33,353,146.0
33,365,2.0
33,367,6.0
33,375,1.0
33,383,1.0
33,385,5.0
33,388,6.0
33,389,9.0
33,393,54.0
33,420,166.0
33,426,31.0
33,429,61.0
33,431,103.0
33,432,354.0
33,436,29.0
33,457,377.0
33,458,455.0
33,459,692.0
33,460,851.0
33,461,864.0
33,462,13.0
33,465,642.0
33,473,1.0
33,474,9.0
33,476,3.0
33,478,1.0
33,480,4.0
33,483,1.0
33,485,9.0
33,486,4.0
33,490,28.0
33,492,1.0
33,493,16.0
33,497,4.0
33,500,28.0
33,504,29.0
33,505,4.0
33,506,5.0
33,507,7.0
33,508,14.0
33,510,54.0
34,35,229.0
34,36,26.0
34,37,1665.0
34,38,266.0
34,39,139.0
34,40,314.0
34,41,66.0
34,42,30.0
34,43,127.0
34,44,176.0
34,45,3.0
34,46,180.0
34,48,41.0
34,49,1.0
34,51,15.0
34,52,56.0
34,53,23.0
34,57,110.0
34,58,75.0
34,60,30.0
34,61,221.0
34,62,561.0
34,63,174.0
34,64,27.0
34,74,1718.0
34,75,2539.0
34,76,46.0
34,77,23.0
34,78,570.0
34,81,2849.0
34,82,2005.0
34,83,40.0
34,84,1021.0
34,85,65.0
34,86,761.0
34,87,112.0
34,88,759.0
34,89,1353.0
34,90,330.0
34,91,430.0
34,92,927.0
34,93,1353.0
34,94,1735.0
34,95,2761.0
34,96,964.0
34,97,343.0
34,98,757.0
34,99,49.0
34,100,691.0
34,101,3540.0
34,102,712.0
34,103,1942.0
34,104,1535.0
34,105,1349.0
34,106,1716.0
34,107,295.0
34,108,1065.0
34,109,823.0
34,110,187.0
34,111,908.0
34,112,1454.0
34,113,326.0
34,114,664.0
34,115,411.0
34,116,2272.0
34,117,2036.0
34,118,11.0
34,119,2773.0
34,120,920.0
34,121,337.0
34,122,2023.0
34,123,2090.0
34,124,1170.0
34,125,2537.0
34,126,2861.0
34,127,1193.0
34,128,330.0
34,129,794.0
34,130,3603.0
34,131,722.0
34,132,37.0
34,137,96.0
34,138,9.0
34,139,15.0
34,140,2.0
34,142,3.0
34,150,9.0
34,152,8.0
34,156,63.0
34,158,16.0
34,159,2.0
34,161,8.0
34,162,2.0
34,165,719.0
34,166,324.0
34,167,8.0
34,168,4.0
34,171,3.0
34,174,2291.0
34,175,2.0
34,177,51.0
34,178,134.0
34,179,50.0
34,180,87.0
34,181,1.0
34,182,25.0
34,183,1020.0
34,184,743.0
34,185,641.0
34,186,901.0
34,187,898.0
34,188,888.0
34,189,320.0
34,190,339.0
34,191,365.0
34,192,33.0
34,194,3.0
34,195,51.0
34,196,70.0
34,197,69.0
34,198,59.0
34,199,83.0
34,201,12.0
34,206,8.0
34,208,166.0
34,209,9.0
34,212,1432.0
34,213,1828.0
34,214,1402.0
34,215,41.0
34,216,3.0
34,217,2.0
34,218,1883.0
34,241,2.0
34,247,39.0
34,248,59.0
34,250,10.0
34,254,2.0
34,261,3.0
34,265,41.0
34,266,1.0
34,268,69.0
34,269,26.0
34,272,44.0
34,274,159.0
34,279,24.0
34,280,56.0
34,281,2.0
34,283,19.0
34,288,52.0
34,291,52.0
34,295,4.0
34,298,3.0
34,306,263.0
34,307,106.0
34,308,284.0
34,309,29.0
34,310,1.0
34,311,8.0
34,314,90.0
34,315,113.0
34,316,46.0
34,318,8.0
34,321,32.0
34,324,44.0
34,326,66.0
34,327,39.0
34,328,40.0
34,329,1.0
34,330,284.0
34,331,2.0
34,334,721.0
34,338,180.0
34,342,11.0
34,352,5.0
34,353,304.0
34,358,1.0
34,365,4.0
34,367,14.0
34,373,1.0
34,375,1.0
34,378,1.0
34,383,7.0
34,385,15.0
34,388,21.0
34,389,25.0
34,393,129.0
34,394,8.0
34,420,342.0
34,426,54.0
34,429,131.0
34,431,218.0
34,432,755.0
34,436,60.0
34,457,906.0
34,458,1104.0
34,459,1605.0
34,460,1865.0
34,461,1940.0
34,462,28.0
34,465,1437.0
34,473,4.0
34,474,20.0
34,476,6.0
34,478,20.0
34,480,10.0
34,483,1.0
34,485,26.0
34,486,27.0
34,488,1.0
34,489,2.0
34,490,62.0
34,492,4.0
34,493,39.0
34,496,6.0
34,497,8.0
34,500,46.0
34,504,60.0
34,505,9.0
34,506,13.0
34,507,14.0
34,508,36.0
34,509,1.0
34,510,144.0
35,36,7.0
35,37,214.0
35,38,32.0
35,39,15.0
35,40,44.0
35,41,9.0
35,42,4.0
35,43,22.0
35,44,17.0
35,45,1.0
35,46,16.0
35,48,8.0
35,49,1.0
35,51,2.0
35,52,12.0
35,53,3.0
35,57,11.0
35,58,10.0
35,60,7.0
35,61,28.0
35,62,76.0
35,63,22.0
35,64,1.0
35,74,164.0
35,75,270.0
35,76,5.0
35,77,3.0
35,78,68.0
35,81,307.0
35,82,215.0
35,83,5.0
35,84,93.0
35,85,18.0
35,86,88.0
35,87,20.0
35,88,72.0
35,89,143.0
35,90,46.0
35,91,39.0
35,92,116.0
35,93,143.0
35,94,183.0
35,95,262.0
35,96,112.0
35,97,35.0
35,98,77.0
35,99,10.0
35,100,93.0
35,101,382.0
35,102,79.0
35,103,210.0
35,104,158.0
35,105,147.0
35,106,187.0
35,107,26.0
35,108,144.0
35,109,85.0
35,110,27.0
35,111,105.0
35,112,147.0
35,113,40.0
35,114,65.0
35,115,40.0
35,116,244.0
35,117,215.0
35,119,290.0
35,120,77.0
35,121,42.0
35,122,209.0
35,123,226.0
35,124,105.0
35,125,266.0
35,126,312.0
35,127,144.0
35,128,41.0
35,129,86.0
35,130,346.0
35,131,74.0
35,132,5.0
35,137,10.0
35,138,2.0
35,139,4.0
35,140,3.0
35,150,2.0
35,152,2.0
35,156,13.0
35,158,4.0
35,161,3.0
35,165,69.0
35,166,32.0
35,167,2.0
35,171,1.0
35,174,228.0
35,177,8.0
35,178,14.0
35,179,7.0
35,180,23.0
35,183,118.0
35,184,96.0
35,185,106.0
35,186,109.0
35,187,128.0
35,188,93.0
35,189,51.0
35,190,42.0
35,191,52.0
35,192,6.0
35,195,4.0
35,196,10.0
35,197,10.0
35,198,8.0
35,199,15.0
35,201,5.0
35,208,26.0
35,209,2.0
35,212,155.0
35,213,188.0
35,214,143.0
35,215,8.0
35,218,210.0
35,247,10.0
35,248,8.0
35,250,2.0
35,254,1.0
35,261,1.0
35,265,6.0
35,266,1.0
35,268,10.0
35,269,3.0
35,272,10.0
35,274,31.0
35,279,2.0
35,280,9.0
35,283,3.0
35,288,7.0
35,291,4.0
35,298,1.0
35,306,52.0
35,307,11.0
35,308,31.0
35,309,1.0
35,311,1.0
35,314,25.0
35,315,15.0
35,316,6.0
35,318,1.0
35,321,2.0
35,324,8.0
35,326,6.0
35,327,6.0
35,328,3.0
35,329,1.0
35,330,33.0
35,331,6.0
35,334,83.0
35,338,34.0
35,342,1.0
35,353,51.0
35,358,1.0
35,365,1.0
35,373,1.0
35,375,1.0
35,383,1.0
35,385,1.0
35,388,3.0
35,389,6.0
35,393,11.0
35,394,1.0
35,420,38.0
35,426,10.0
35,429,9.0
35,431,24.0
35,432,60.0
35,436,7.0
35,457,105.0
35,458,128.0
35,459,196.0
35,460,210.0
35,461,230.0
35,462,1.0
35,465,170.0
35,473,1.0
35,474,9.0
35,476,2.0
35,478,2.0
35,480,2.0
35,483,1.0
35,485,4.0
35,486,2.0
35,490,13.0
35,492,3.0
35,493,7.0
35,496,1.0
35,497,3.0
35,500,5.0
35,504,12.0
35,505,1.0
35,506,4.0
35,507,1.0
35,508,9.0
35,510,30.0
36,37,22.0
36,38,3.0
36,39,1.0
36,40,5.0
36,41,2.0
36,43,4.0
36,44,3.0
36,46,1.0
36,52,1.0
36,57,1.0
36,60,2.0
36,61,3.0
36,62,8.0
36,63,3.0
36,74,15.0
36,75,38.0
36,76,1.0
36,77,1.0
36,78,11.0
36,81,35.0
36,82,27.0
36,84,16.0
36,86,5.0
36,88,14.0
36,89,18.0
36,90,5.0
36,91,13.0
36,92,15.0
36,93,18.0
36,94,11.0
36,95,29.0
36,96,9.0
36,97,7.0
36,98,13.0
36,99,1.0
36,100,8.0
36,101,45.0
36,102,11.0
36,103,30.0
36,104,30.0
36,105,17.0
36,106,24.0
36,107,4.0
36,108,19.0
36,109,10.0
36,111,12.0
36,112,23.0
36,113,6.0
36,114,11.0
36,115,3.0
36,116,25.0
36,117,23.0
36,119,22.0
36,120,10.0
36,121,2.0
36,122,29.0
36,123,26.0
36,124,13.0
36,125,30.0
36,126,35.0
36,127,19.0
36,128,8.0
36,129,13.0
36,130,50.0
36,131,9.0
36,132,1.0
36,137,1.0
36,150,1.0
36,156,1.0
36,158,1.0
36,165,4.0
36,166,3.0
36,174,21.0
36,179,4.0
36,183,17.0
36,184,5.0
36,185,7.0
36,186,16.0
36,187,16.0
36,188,8.0
36,189,4.0
36,190,8.0
36,191,11.0
36,197,1.0
36,198,2.0
36,199,2.0
36,201,1.0
36,206,1.0
36,208,2.0
36,212,20.0
36,213,29.0
36,214,15.0
36,218,13.0
36,247,1.0
36,272,2.0
36,274,3.0
36,280,1.0
36,288,3.0
36,291,1.0
36,306,1.0
36,307,2.0
36,308,5.0
36,314,1.0
36,316,1.0
36,326,2.0
36,327,2.0
36,330,1.0
36,334,9.0
36,338,2.0
36,342,1.0
36,353,3.0
36,367,1.0
36,383,1.0
36,388,1.0
36,420,1.0
36,426,3.0
36,429,2.0
36,431,1.0
36,432,7.0
36,436,3.0
36,457,11.0
36,458,17.0
36,459,24.0
36,460,26.0
36,461,31.0
36,465,26.0
36,485,1.0
36,490,1.0
36,500,1.0
36,504,1.0
36,510,4.0
37,38,1577.0
37,39,1027.0
37,40,960.0
37,41,190.0
37,42,112.0
37,43,539.0
37,44,533.0
37,45,19.0
37,46,357.0
37,48,76.0
37,49,5.0
37,51,52.0
37,52,213.0
37,53,80.0
37,57,517.0
37,58,180.0
37,59,1.0
37,60,109.0
37,61,794.0
37,62,2357.0
37,63,557.0
37,64,80.0
37,74,4689.0
37,75,6521.0
37,76,97.0
37,77,64.0
37,78,1695.0
37,81,8892.0
37,82,7600.0
37,83,116.0
37,84,3140.0
37,85,185.0
37,86,1842.0
37,87,299.0
37,88,2252.0
37,89,4403.0
37,90,1362.0
37,91,1975.0
37,92,3607.0
37,93,5859.0
37,94,4200.0
37,95,8539.0
37,96,2574.0
37,97,1587.0
37,98,3520.0
37,99,136.0
37,100,2884.0
37,101,11661.0
37,102,2912.0
37,103,7802.0
37,104,6908.0
37,105,5407.0
37,106,6620.0
37,107,1184.0
37,108,4835.0
37,109,2068.0
37,110,660.0
37,111,3855.0
37,112,6649.0
37,113,986.0
37,114,2415.0
37,115,1857.0
37,116,6473.0
37,117,6039.0
37,118,27.0
37,119,6249.0
37,120,3262.0
37,121,758.0
37,122,5502.0
37,123,5396.0
37,124,2798.0
37,125,7322.0
37,126,8242.0
37,127,3366.0
37,128,916.0
37,129,1748.0
37,130,7899.0
37,131,1580.0
37,132,166.0
37,137,190.0
37,138,11.0
37,139,50.0
37,140,9.0
37,142,3.0
37,150,39.0
37,152,17.0
37,153,2.0
37,154,1.0
37,156,189.0
37,157,1.0
37,158,23.0
37,159,6.0
37,161,24.0
37,162,2.0
37,165,1908.0
37,166,689.0
37,167,11.0
37,168,13.0
37,171,15.0
37,174,6116.0
37,175,9.0
37,177,111.0
37,178,264.0
37,179,154.0
37,180,81.0
37,181,13.0
37,182,56.0
37,183,5014.0
37,184,3341.0
37,185,3377.0
37,186,5392.0
37,187,5520.0
37,188,3832.0
37,189,1522.0
37,190,1656.0
37,191,1818.0
37,192,80.0
37,194,14.0
37,195,185.0
37,196,207.0
37,197,206.0
37,198,131.0
37,199,244.0
37,201,108.0
37,206,29.0
37,208,513.0
37,209,11.0
37,212,5312.0
37,213,8051.0
37,214,2680.0
37,215,104.0
37,216,17.0
37,217,10.0
37,218,5938.0
37,241,14.0
37,247,102.0
37,248,132.0
37,250,18.0
37,254,14.0
37,256,4.0
37,261,2.0
37,265,142.0
37,266,18.0
37,268,147.0
37,269,162.0
37,272,111.0
37,274,387.0
37,279,53.0
37,280,91.0
37,281,4.0
37,283,46.0
37,288,107.0
37,291,134.0
37,295,7.0
37,298,10.0
37,306,581.0
37,307,292.0
37,308,746.0
37,309,84.0
37,311,17.0
37,314,224.0
37,315,313.0
37,316,86.0
37,318,11.0
37,321,72.0
37,324,90.0
37,326,176.0
37,327,80.0
37,328,80.0
37,329,5.0
37,330,564.0
37,331,16.0
37,334,1636.0
37,338,645.0
37,342,45.0
37,352,14.0
37,353,628.0
37,358,4.0
37,365,2.0
37,367,68.0
37,373,4.0
37,375,9.0
37,378,1.0
37,383,12.0
37,385,16.0
37,388,63.0
37,389,45.0
37,393,316.0
37,394,15.0
37,420,776.0
37,426,105.0
37,429,294.0
37,431,536.0
37,432,1668.0
37,436,180.0
37,457,2081.0
37,458,2810.0
37,459,4132.0
37,460,4621.0
37,461,5248.0
37,462,70.0
37,463,4.0
37,465,3854.0
37,473,17.0
37,474,53.0
37,476,13.0
37,478,70.0
37,480,44.0
37,483,8.0
37,485,79.0
37,486,59.0
37,487,3.0
37,488,9.0
37,489,3.0
37,490,265.0
37,492,3.0
37,493,97.0
37,496,31.0
37,497,17.0
37,500,137.0
37,504,105.0
37,505,26.0
37,506,49.0
37,507,38.0
37,508,115.0
37,509,1.0
37,510,865.0
38,39,153.0
38,40,159.0
38,41,29.0
38,42,10.0
38,43,77.0
38,44,87.0
38,45,3.0
38,46,70.0
38,48,12.0
38,51,10.0
38,52,36.0
38,53,12.0
38,57,115.0
38,58,43.0
38,60,24.0
38,61,120.0
38,62,390.0
38,63,89.0
38,64,17.0
38,74,721.0
38,75,978.0
38,76,15.0
38,77,12.0
38,78,269.0
38,81,1426.0
