item1,item2,count
5,23,216.0
5,26,42.0
5,27,8.0
5,28,61.0
5,29,7.0
5,30,2.0
5,31,4.0
5,33,108.0
5,34,246.0
5,35,26.0
5,36,2.0
5,37,763.0
5,38,176.0
5,39,70.0
5,40,127.0
5,41,14.0
5,42,7.0
5,43,54.0
5,44,61.0
5,45,4.0
5,46,48.0
5,48,6.0
5,51,5.0
5,52,18.0
5,53,7.0
5,57,84.0
5,58,51.0
5,60,17.0
5,61,136.0
5,62,329.0
5,63,73.0
5,64,9.0
5,74,533.0
5,75,716.0
5,76,10.0
5,77,16.0
5,78,194.0
5,81,972.0
5,82,756.0
5,83,18.0
5,84,347.0
5,85,15.0
5,86,210.0
5,87,32.0
5,88,252.0
5,89,465.0
5,90,140.0
5,91,184.0
5,92,402.0
5,93,627.0
5,94,541.0
5,95,1006.0
5,96,329.0
5,97,148.0
5,98,338.0
5,99,19.0
5,100,326.0
5,101,1280.0
5,102,343.0
5,103,783.0
5,104,660.0
5,105,556.0
5,106,704.0
5,107,160.0
5,108,475.0
5,109,249.0
5,110,75.0
5,111,395.0
5,112,674.0
5,113,102.0
5,114,285.0
5,115,197.0
5,116,729.0
5,117,638.0
5,118,5.0
5,119,854.0
5,120,368.0
5,121,119.0
5,122,652.0
5,123,649.0
5,124,378.0
5,125,882.0
5,126,920.0
5,127,437.0
5,128,92.0
5,129,222.0
5,130,1025.0
5,131,230.0
5,132,63.0
5,137,23.0
5,138,2.0
5,139,5.0
5,142,1.0
5,150,6.0
5,152,3.0
5,156,28.0
5,157,1.0
5,158,6.0
5,159,1.0
5,161,2.0
5,162,1.0
5,165,255.0
5,166,96.0
5,167,3.0
5,168,2.0
5,171,5.0
5,174,689.0
5,175,1.0
5,177,18.0
5,178,38.0
5,179,22.0
5,180,10.0
5,182,23.0
5,183,756.0
5,184,684.0
5,185,306.0
5,186,409.0
5,187,404.0
5,188,408.0
5,189,155.0
5,190,161.0
5,191,195.0
5,192,12.0
5,194,9.0
5,195,35.0
5,196,53.0
5,197,38.0
5,198,29.0
5,199,33.0
5,201,8.0
5,206,2.0
5,208,56.0
5,209,5.0
5,212,577.0
5,213,797.0
5,214,399.0
5,215,12.0
5,217,1.0
5,218,668.0
5,241,5.0
5,247,9.0
5,248,27.0
5,250,5.0
5,254,2.0
5,265,12.0
5,268,16.0
5,269,24.0
5,272,12.0
5,274,68.0
5,279,5.0
5,280,20.0
5,281,1.0
5,283,3.0
5,288,12.0
5,291,14.0
5,295,2.0
5,298,4.0
5,306,91.0
5,307,31.0
5,308,97.0
5,309,9.0
5,311,3.0
5,314,43.0
5,315,54.0
5,316,12.0
5,318,1.0
5,321,12.0
5,324,11.0
5,326,29.0
5,327,13.0
5,328,16.0
5,329,1.0
5,330,89.0
5,331,2.0
5,334,261.0
5,338,82.0
5,342,6.0
5,352,3.0
5,353,79.0
5,358,1.0
5,367,10.0
5,378,3.0
5,383,3.0
5,385,3.0
5,388,6.0
5,389,6.0
5,393,51.0
5,394,3.0
5,420,110.0
5,426,22.0
5,429,56.0
5,431,73.0
5,432,241.0
5,436,30.0
5,457,257.0
5,458,307.0
5,459,464.0
5,460,483.0
5,461,539.0
5,462,8.0
5,463,1.0
5,465,388.0
5,474,4.0
5,476,5.0
5,478,7.0
5,480,13.0
5,483,2.0
5,485,9.0
5,486,11.0
5,490,41.0
5,493,13.0
5,496,12.0
5,497,2.0
5,500,17.0
5,504,16.0
5,505,4.0
5,506,6.0
5,507,3.0
5,508,19.0
5,509,2.0
5,510,59.0
6,7,38.0
6,8,178.0
6,9,11.0
6,10,169.0
6,14,113.0
6,15,72.0
6,16,180.0
6,17,53.0
6,18,130.0
6,19,147.0
6,20,113.0
6,21,9.0
6,22,133.0
6,23,70.0
6,26,10.0
6,27,2.0
6,28,17.0
6,29,3.0
6,30,1.0
6,33,24.0
6,34,62.0
6,35,7.0
6,37,221.0
6,38,47.0
6,39,26.0
6,40,55.0
6,41,7.0
6,42,1.0
6,43,14.0
6,44,35.0
6,46,11.0
6,48,5.0
6,51,3.0
6,52,14.0
6,53,1.0
6,57,20.0
6,58,6.0
6,60,8.0
6,61,47.0
6,62,103.0
6,63,32.0
6,64,4.0
6,74,142.0
6,75,243.0
6,76,7.0
6,77,8.0
6,78,53.0
6,81,265.0
6,82,214.0
6,83,3.0
6,84,111.0
6,85,5.0
6,86,57.0
6,87,8.0
6,88,86.0
6,89,147.0
6,90,55.0
6,91,53.0
6,92,106.0
6,93,177.0
6,94,173.0
6,95,279.0
6,96,81.0
6,97,55.0
6,98,97.0
6,99,4.0
6,100,86.0
6,101,363.0
6,102,92.0
6,103,212.0
6,104,184.0
6,105,154.0
6,106,176.0
6,107,25.0
6,108,138.0
6,109,82.0
6,110,20.0
6,111,120.0
6,112,167.0
6,113,33.0
6,114,70.0
6,115,61.0
6,116,191.0
6,117,183.0
6,118,1.0
6,119,207.0
6,120,108.0
6,121,38.0
6,122,191.0
6,123,178.0
6,124,82.0
6,125,217.0
6,126,256.0
6,127,118.0
6,128,34.0
6,129,65.0
6,130,248.0
6,131,66.0
6,132,18.0
6,137,4.0
6,138,1.0
6,139,3.0
6,140,2.0
6,142,1.0
6,150,3.0
6,152,1.0
6,156,5.0
6,158,1.0
6,165,57.0
6,166,26.0
6,167,1.0
6,171,4.0
6,174,176.0
6,175,1.0
6,177,3.0
6,178,21.0
6,179,10.0
6,180,3.0
6,181,6.0
6,182,1.0
6,183,213.0
6,184,177.0
6,185,90.0
6,186,103.0
6,187,129.0
6,188,119.0
6,189,55.0
6,190,37.0
6,191,56.0
6,192,7.0
6,194,1.0
6,195,35.0
6,196,27.0
6,197,28.0
6,198,25.0
6,199,7.0
6,201,2.0
6,206,1.0
6,208,20.0
6,209,1.0
6,212,174.0
6,213,215.0
6,214,98.0
6,215,3.0
6,216,2.0
6,218,214.0
6,241,2.0
6,247,3.0
6,248,4.0
6,250,2.0
6,265,7.0
6,268,6.0
6,269,5.0
6,272,7.0
6,274,17.0
6,279,2.0
6,280,1.0
6,281,1.0
6,283,4.0
6,288,5.0
6,291,9.0
6,306,23.0
6,307,9.0
6,308,31.0
6,309,4.0
6,314,10.0
6,315,11.0
6,316,3.0
6,318,1.0
6,321,5.0
6,324,3.0
6,326,7.0
6,327,3.0
6,328,4.0
6,329,1.0
6,330,22.0
6,331,1.0
6,334,82.0
6,338,23.0
6,352,1.0
6,353,31.0
6,358,1.0
6,367,3.0
6,378,1.0
6,385,2.0
6,388,4.0
6,389,3.0
6,393,8.0
6,420,38.0
6,426,2.0
6,429,5.0
6,431,16.0
6,432,39.0
6,436,6.0
6,457,78.0
6,458,105.0
6,459,130.0
6,460,148.0
6,461,157.0
6,462,2.0
6,465,126.0
6,473,1.0
6,474,1.0
6,478,6.0
6,480,4.0
6,485,4.0
6,486,6.0
6,489,1.0
6,490,20.0
6,492,2.0
6,493,2.0
6,496,5.0
6,497,3.0
6,500,4.0
6,504,5.0
6,505,1.0
6,506,1.0
6,507,2.0
6,508,6.0
6,510,21.0
7,8,99.0
7,9,10.0
7,10,122.0
7,12,1.0
7,14,73.0
7,15,47.0
7,16,113.0
7,17,29.0
7,18,88.0
7,19,109.0
7,20,70.0
7,21,6.0
7,22,84.0
7,23,39.0
7,26,12.0
7,28,11.0
7,29,2.0
7,33,22.0
7,34,67.0
7,35,13.0
7,36,1.0
7,37,158.0
7,38,33.0
7,39,15.0
7,40,37.0
7,41,9.0
7,42,3.0
7,43,11.0
7,44,17.0
7,46,4.0
7,48,3.0
7,49,1.0
7,51,3.0
7,52,4.0
7,57,8.0
7,58,8.0
7,60,3.0
7,61,28.0
7,62,73.0
7,63,15.0
7,64,2.0
7,74,100.0
7,75,170.0
7,76,6.0
7,77,2.0
7,78,49.0
7,81,198.0
7,82,152.0
7,83,2.0
7,84,70.0
7,85,4.0
7,86,50.0
7,87,12.0
7,88,52.0
7,89,96.0
7,90,49.0
7,91,47.0
